,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
biomassPrice-10,4.5,4.633526319,4.562198077,4.624472835,4.572021423,4.525282623,4.549773309,4.546129475,4.495075126,4.531671992,4.560269696,4.530227351,4.488541335,4.533500358,4.540481278,4.583818098,4.766814124,4.751321284,4.753419452,4.808828164,4.755153833,4.812260998,4.92799928,4.840816388,4.84422045,4.943821709,5.105412838,5.352155153,5.34449309,5.292796236,5.339477277,5.303543402,5.514412697,5.65946629,5.653958449,5.890664816,5.787785399,5.841216637,5.974593844,6.047455023,6.265048282,6.291756575,6.442581788,6.467822247,6.488014072,6.478624273,6.501162689,6.55033064,6.728542736,6.81609938
biomassPrice-11,4.5,4.50432293,4.592578077,4.670247711,4.625251067,4.650441784,4.706399011,4.885034586,4.966961784,5.05939685,5.188271694,5.076746741,5.171615491,5.11322908,5.071172438,5.108894675,5.129921248,5.102994692,5.056563047,5.196595531,5.140528535,5.240711108,5.150200424,5.165451692,5.072689484,5.101732234,5.081194855,5.098496768,5.074582733,5.191283904,5.380373762,5.27718914,5.174966901,5.273320181,5.344343375,5.319430114,5.319118282,5.23714008,5.368709485,5.415608692,5.463384539,5.485674567,5.482229402,5.618550231,5.814116376,5.755455492,5.907638171,5.95483859,5.872822334,5.85500764
biomassPrice-12,4.5,4.494982457,4.589525314,4.58959725,4.654241353,4.651891712,4.778458841,4.790535001,4.93426141,5.095696473,5.155456659,5.321228303,5.254558607,5.248103719,5.298834292,5.541669858,5.446290023,5.566743823,5.573098889,5.643271273,5.648335331,5.546018343,5.418643864,5.515497019,5.552150456,5.68081318,5.767683998,5.92519342,5.958241896,6.114592709,5.977606631,6.073128079,6.190107996,6.42396094,6.388321968,6.370222857,6.238562901,6.291795541,6.200707453,6.42507564,6.433575318,6.342831947,6.533613319,6.530164748,6.793465222,6.778763314,6.903110643,7.033351866,7.276389904,7.48993618
biomassPrice-13,4.5,4.531186845,4.557389406,4.527600658,4.429858098,4.310702426,4.372955739,4.407448,4.546392007,4.565836346,4.655024596,4.561886413,4.57762951,4.468257071,4.460136723,4.498739027,4.62814623,4.725812285,4.632418423,4.812935461,4.896690813,5.056371577,5.107989525,5.241105545,5.137313549,5.229391453,5.153331353,5.235027398,5.421523053,5.325295114,5.37318272,5.4022887,5.38540178,5.543577838,5.677501849,5.629702924,5.880232381,5.980631126,6.017139045,5.891155677,5.962230146,6.023056404,5.985129462,5.94496582,6.071361916,6.029660111,6.19690551,6.190302109,6.428711932,6.596233768
biomassPrice-14,4.5,4.680233329,4.712937881,4.775419071,4.951784061,4.873347269,4.933330718,5.02303712,5.09019286,4.976677698,5.110639372,5.210885449,5.402521139,5.454840349,5.494356028,5.590833336,5.740683953,5.831816444,5.860301632,5.990546896,6.014657072,6.090401717,6.161581628,6.332757543,6.25965104,6.405043968,6.407187745,6.481477681,6.506636339,6.458343734,6.354492562,6.353861653,6.226515655,6.189164593,6.085943002,5.998220766,6.041487475,6.055906142,6.165924605,6.383839633,6.662218378,6.910215647,7.194034169,7.149877856,7.271282014,7.2184183,7.35385897,7.43835339,7.449894154,7.747070859
biomassPrice-15,4.5,4.483328163,4.465912137,4.541151228,4.565290078,4.61348087,4.579227031,4.474654597,4.479317733,4.512539895,4.589362617,4.785176401,4.836320609,4.729424241,4.800945857,5.025870874,5.009519106,4.971740177,5.203729348,5.125051344,5.221500957,5.274712733,5.427408879,5.480749903,5.538786285,5.496047878,5.472575591,5.399817906,5.353446651,5.416788578,5.351671341,5.328902909,5.215184916,5.188513094,5.235200546,5.293467796,5.403359685,5.628695414,5.508729113,5.614952456,5.684219158,5.861469933,5.797758381,5.765779789,5.976390408,5.991116221,6.101992811,5.977911442,6.059058842,6.05529742
biomassPrice-16,4.5,4.585538706,4.792637183,4.809051805,4.861442713,4.951493817,4.998465504,5.033877127,5.105412951,5.148549728,5.397776397,5.46663582,5.450429488,5.467344429,5.513731742,5.678387675,5.670195074,5.767280049,5.899219973,5.764171354,5.814151989,5.820337535,5.789869064,5.89165361,6.080793975,6.264726164,6.211925785,6.284782013,6.245958012,6.232904006,6.127292013,6.320938151,6.423800878,6.321551817,6.465772062,6.512956201,6.515617189,6.658861303,6.516079809,6.725143802,6.754993028,6.871814166,6.860514226,6.862733294,7.023909049,7.230553114,7.360451098,7.223676547,7.461636216,7.706552742
biomassPrice-17,4.5,4.651863011,4.786342836,4.847237693,4.823954849,4.787287872,4.902194162,4.850210195,4.829746261,4.90685243,4.89506049,5.012808879,5.132975351,5.159562975,5.102086908,5.095117933,5.012185405,5.02369612,5.008888293,5.061074252,5.155462809,5.298149462,5.467838919,5.527248303,5.452397033,5.583304746,5.625586083,5.728653921,5.882767272,5.906718983,5.936181727,5.869382755,5.766857796,5.658364224,5.644036179,5.649608471,5.649187714,5.897587474,5.946859434,5.888719614,5.974038739,6.034490185,5.935735035,5.931199754,6.115308715,6.285491232,6.230839437,6.068331038,6.188428089,6.262610916
biomassPrice-18,4.5,4.462412813,4.481903251,4.567055041,4.585251447,4.744130715,4.809363237,4.876392335,5.003789362,5.00336287,5.010033974,4.952319833,4.93099066,5.067201147,5.131729957,5.177454743,5.276941641,5.455769189,5.632709146,5.724644139,5.677968714,5.742342362,5.795392412,6.052108525,5.957540317,6.008588191,5.990553943,6.040854222,6.103985947,6.07855259,6.298216393,6.265369056,6.162706327,6.282096267,6.250273305,6.391123065,6.396535023,6.468048021,6.537715078,6.42032225,6.459835467,6.557883688,6.790238537,6.939261364,6.916818847,7.066676661,7.175503318,7.247634641,7.216899381,7.436586553
biomassPrice-19,4.5,4.475574416,4.513613102,4.4267622,4.487862749,4.544462574,4.644910722,4.730035406,4.869089032,4.896720374,4.975171986,5.072151269,5.18076212,5.253687464,5.324390748,5.244432614,5.291487729,5.262786915,5.267993232,5.295712444,5.412974561,5.610656884,5.672737977,5.622598956,5.625514307,5.867373676,5.982429108,5.9638854,6.090179556,6.171655347,6.386480167,6.53092055,6.593096823,6.514604484,6.538473259,6.604678948,6.574708598,6.622363511,6.546344327,6.849783876,6.859243448,7.069104262,7.151057369,7.269750749,7.241870507,7.375980029,7.37785273,7.378669546,7.398316568,7.444283466
biomassPrice-20,4.5,4.526815188,4.588474389,4.477991175,4.544642389,4.562808419,4.524729504,4.644154153,4.720669109,4.820563288,4.855809502,4.886008628,5.035280074,5.064015883,5.168933905,5.268732487,5.342139194,5.35605772,5.403657921,5.434645439,5.56171507,5.76552146,5.848434776,6.014527097,6.11073895,6.284658186,6.397437714,6.53853123,6.820309101,7.094617366,7.315529089,7.281414278,7.383803128,7.297646446,7.42587541,7.484595584,7.38461782,7.706452646,7.675900483,7.724193938,7.907387012,8.093728394,8.072122727,8.331860447,8.311534652,8.278097637,8.191823973,8.223361963,8.284916415,8.261555263
biomassPrice-21,4.5,4.495834959,4.648208069,4.529568169,4.668086088,4.844124507,4.756018961,4.854856826,4.850019836,4.84145267,4.820080672,4.901783912,5.121197663,5.163706525,5.204075683,5.272910662,5.181319525,5.133560423,5.031452138,5.043773422,5.150213161,5.148502758,5.154438441,5.180076661,5.288710887,5.436333701,5.659752453,5.71507337,5.742258661,5.964947024,5.990444042,5.86928855,5.813446723,5.769936007,5.873284284,5.744003645,5.746349724,5.877980277,5.968073296,5.992122238,6.054053794,6.307213563,6.270739085,6.306082353,6.383669995,6.369498128,6.400258376,6.401326483,6.503897384,6.479065782
biomassPrice-22,4.5,4.528027492,4.586667839,4.625510573,4.601096462,4.641714309,4.7001154,4.875535896,5.036070609,5.082863447,5.157359461,5.109162316,5.15962965,5.205448067,5.309964911,5.29581187,5.234887301,5.275941486,5.386771744,5.421662798,5.545436994,5.66568226,5.673440869,5.608509737,5.634616465,5.529683539,5.706795686,5.758558939,5.987168668,5.858173591,6.059631358,6.165337012,6.164936335,6.256073966,6.358675121,6.603623305,6.874782092,6.94878496,6.908779529,6.97731764,7.025002382,7.163128846,7.278970995,7.276080002,7.436272135,7.60995564,7.75536079,7.742813623,7.67723038,7.926551991
biomassPrice-23,4.5,4.57575614,4.663966452,4.755675001,4.925387223,4.924697283,5.000248493,5.114103658,5.181071176,5.310623182,5.283560992,5.356160544,5.412039617,5.485509958,5.57781287,5.705585681,5.917746631,5.822792646,5.84001305,5.931348858,5.855435585,6.064591326,6.147364623,6.215836397,6.266612205,6.358850353,6.496834047,6.350129456,6.22067609,6.269949955,6.209928365,6.243440755,6.342226821,6.415773849,6.391563644,6.385135085,6.465174811,6.339957176,6.629860552,6.606028137,6.850892516,6.977962157,7.28515032,7.391797224,7.324258342,7.441377022,7.550284924,7.456718684,7.441683651,7.643947088
biomassPrice-24,4.5,4.509407551,4.629945024,4.561375912,4.53787708,4.596431509,4.631222153,4.56037699,4.476241844,4.637921906,4.715552233,4.743103799,4.700387219,4.782446306,4.739020951,4.764712884,4.776285054,4.875811738,4.923507542,4.984931676,5.147618872,5.178750009,5.21377082,5.178253614,5.165045629,5.328426628,5.410568635,5.394192333,5.527684228,5.57133695,5.700901817,5.782595274,6.045010393,5.891283485,6.044569977,6.158130291,6.424315565,6.471791557,6.535484433,6.45861033,6.697029182,6.595343673,6.542725896,6.410336986,6.244470849,6.2670678,6.179356451,6.448946558,6.286980536,6.335754479
biomassPrice-25,4.5,4.46553212,4.553935103,4.654449728,4.818340056,4.874084748,4.880068843,4.94703168,4.944980078,5.126030981,5.185930844,5.203043702,5.091089322,5.156877783,5.292810975,5.299003426,5.335434161,5.414225096,5.440457485,5.630373674,5.69986079,5.751519984,5.823578827,5.852100543,5.825426586,5.85991153,5.817739805,5.985710977,6.057390305,6.111597652,6.325716618,6.382330202,6.533297507,6.727133123,6.971563622,6.881721099,6.818760781,6.972233375,7.100653139,7.061781933,7.187336812,7.078789882,7.019574196,7.163014331,7.231678128,7.152682913,7.405496425,7.578344283,7.642313661,7.714211156
biomassPrice-26,4.5,4.463849093,4.534762518,4.568153905,4.592192045,4.502456262,4.491310003,4.501184394,4.566763896,4.710470434,4.82995884,4.817299996,4.720563149,4.79363336,4.718076601,4.83001412,5.007315445,5.089356722,5.221706541,5.152984881,5.102405892,5.100975641,5.171513355,5.091673838,5.161290376,5.337915669,5.42522706,5.395986583,5.471095931,5.489848825,5.361568523,5.284901943,5.403846853,5.302039713,5.386539749,5.430848143,5.31662435,5.358600487,5.384491602,5.489709808,5.634791112,5.542772131,5.702923854,5.815166414,5.89125997,5.793138213,5.741790111,5.933657409,5.965363081,6.034886135
biomassPrice-27,4.5,4.431793848,4.449466499,4.632909764,4.670134225,4.824056582,4.849343021,4.858305637,4.966628714,5.020545937,4.924252827,4.98453609,5.157754112,5.244680464,5.272571069,5.477653375,5.524261982,5.610865088,5.70944842,5.771462595,5.889746494,5.931752614,5.859250869,5.941572921,5.821670686,5.77908643,5.775293257,5.850971435,5.897435565,6.029108259,6.193360928,6.36111239,6.410212235,6.592095603,6.617280467,6.606017438,6.684030306,6.637903866,6.632804406,6.659278902,6.769457423,6.895484015,6.957438934,7.036985162,7.159294655,7.02664888,7.219545761,7.223394019,7.228094181,7.255027304
biomassPrice-28,4.5,4.516175043,4.495032529,4.43456763,4.434237502,4.464474547,4.415596166,4.414202008,4.432895545,4.355100622,4.336692353,4.306045518,4.427933734,4.550482244,4.747107772,4.74320892,4.849952302,4.77453429,4.80207261,4.895470003,5.004398862,5.089954061,5.15639027,5.130768993,5.205836978,5.348875467,5.33464473,5.428648623,5.582745061,5.744567951,5.894984584,5.953227589,6.112449928,6.023223712,5.989847561,5.97807785,5.948124673,6.064677149,6.171317003,6.374164553,6.378243918,6.544938654,6.650108191,6.753407408,7.017153309,7.126758673,7.163133425,7.316131522,7.444017162,7.500097418
biomassPrice-29,4.5,4.619770306,4.662961056,4.691135448,4.719387126,4.770258834,4.906637578,5.076724827,5.13969705,5.148374507,5.191242871,5.196165361,5.3093024,5.347194981,5.439317495,5.418249046,5.508227906,5.747442076,5.729872103,5.791943707,5.862869425,5.942432793,6.001956749,5.910478321,6.144066896,6.181733307,6.361354119,6.432028167,6.507736065,6.519558841,6.650267416,6.613003186,6.635578906,6.949662314,7.235032638,7.059685135,7.185833291,7.111960112,7.384105536,7.463751424,7.495252734,7.764344196,7.826499714,8.007524295,8.216497797,8.386914491,8.410675643,8.20197526,8.234524665,8.402894366
biomassPrice-30,4.5,4.64648648,4.732731757,4.720768922,4.775643501,4.879851168,4.88798531,4.849116436,4.886115604,4.88734376,4.875265922,4.837780874,4.8617856,4.965605401,4.986889035,5.039133871,5.147442824,5.205420661,5.29315079,5.218988627,5.276065305,5.319257462,5.242558739,5.443101003,5.509385734,5.562502408,5.437382795,5.623282866,5.581238671,5.555064747,5.533212132,5.569962234,5.635728216,5.862335233,5.850201084,5.866898802,5.755691061,5.722962365,5.838051752,6.102173019,6.0644609,6.296654948,6.288968545,6.416431785,6.3927043,6.231849397,6.271582973,6.312174971,6.331865965,6.51173249
biomassPrice-31,4.5,4.473730678,4.422071311,4.428522665,4.570391918,4.55809556,4.551926586,4.659508,4.743546546,4.852987628,4.90740677,5.006423924,5.032079809,5.040249729,5.127412493,5.198382356,5.366746847,5.484442869,5.445878603,5.612048014,5.564444335,5.504401295,5.551464454,5.603116014,5.573136769,5.788051573,5.793624172,5.776211075,5.905712789,5.999353923,6.035171046,6.251236596,6.475527786,6.304127454,6.355680564,6.41076755,6.498891648,6.568974862,6.536938164,6.470210609,6.416514345,6.297661619,6.529238544,6.436692317,6.348506612,6.438724107,6.51469026,6.625408732,6.623170924,6.777137485
biomassPrice-32,4.5,4.588225062,4.754040017,4.814403017,4.878370624,4.926243777,4.837238204,4.919002457,4.985533007,5.127974401,5.260044614,5.216593321,5.356350915,5.496584182,5.55398552,5.633963938,5.796714586,5.790042007,6.002354002,6.110609838,6.137036821,6.221597837,6.39227386,6.522462126,6.747322428,6.979892322,7.212278492,7.471489105,7.768578738,7.690811575,7.789365008,8.099230619,8.417661371,8.603874688,8.75436962,8.885960226,8.824102776,8.964562423,9.101547408,9.367315731,9.553537679,9.609945893,9.601439424,9.828094022,9.959796983,10.0329838,10.27227849,10.36270915,10.28344316,10.3898339
biomassPrice-33,4.5,4.53189382,4.540713379,4.523472299,4.54217129,4.538733425,4.650573198,4.60665866,4.632426575,4.776668873,4.84355637,4.868325619,4.778983273,4.930708817,5.064333704,5.034936395,5.274076096,5.28206301,5.442010156,5.515394313,5.542398107,5.643889739,5.777868715,5.869233782,5.760343429,5.874073356,5.926128171,6.111620614,6.239630937,6.402936101,6.357281702,6.387105055,6.289300078,6.166274995,6.091501402,6.348315638,6.39228265,6.380068365,6.340373073,6.201076747,6.245010164,6.299116565,6.450739141,6.43404829,6.427906339,6.601969119,6.518214577,6.657839494,6.654002728,6.632315528
biomassPrice-34,4.5,4.506701724,4.48701971,4.616011704,4.767158666,4.810104905,4.982856984,5.127593241,5.216068589,5.159462869,5.263240626,5.472001014,5.464565516,5.580929262,5.530578273,5.53116461,5.584478208,5.800005517,5.738948885,5.801898421,5.772163664,5.947127761,5.884656401,6.053379065,6.295072977,6.298906094,6.415726502,6.573465999,6.695996885,6.628862585,6.672204861,6.776469412,6.94104959,7.11001476,7.282901726,7.455769316,7.293668312,7.212369319,7.224598225,7.287744918,7.562977565,7.649963946,7.729578307,7.667164391,7.938196267,8.042655499,8.094094037,7.983291971,8.167565966,8.3358312
biomassPrice-35,4.5,4.455899172,4.518889321,4.551412333,4.594537455,4.504676124,4.651205533,4.71349897,4.81599707,4.731534797,4.728813059,4.741686526,4.753401881,4.883760499,4.898923338,4.913769256,4.983901988,5.114640234,5.213109375,5.359782825,5.510609421,5.617708096,5.738892968,5.82936393,5.82794196,5.808160865,5.936235412,6.100495086,6.145942462,6.210310833,6.258538827,6.366093859,6.346050491,6.425350418,6.673061512,6.976823719,6.993587128,7.103587292,7.176311712,7.322006506,7.532736993,7.778355869,7.853837784,7.805558163,7.779472865,7.830193376,7.793385179,7.936920342,7.866981394,8.092605647
biomassPrice-36,4.5,4.548001336,4.442436347,4.439851606,4.504157589,4.524888509,4.506549672,4.716512911,4.837003099,4.922828756,4.964013569,5.044974807,5.102572282,5.321642635,5.245786382,5.169330144,5.186844314,5.184391256,5.090603063,5.176394497,5.163400775,5.144767154,5.226430928,5.382817617,5.446578295,5.409700306,5.571928485,5.4695681,5.542778437,5.665809576,5.704566108,5.903232238,6.141113054,6.29429437,6.53861093,6.472392444,6.487692386,6.483673451,6.443405295,6.270564302,6.407055764,6.567728146,6.700007255,6.678950286,6.822790694,6.889101613,7.024303384,6.977453503,7.056730914,7.252332771
biomassPrice-37,4.5,4.534035957,4.548931946,4.664654037,4.837666856,4.887605028,4.78295471,4.80992586,4.984058515,4.944424417,4.849958128,5.031857953,5.226795801,5.361582358,5.391840608,5.378141208,5.44545999,5.586945247,5.569976574,5.747129388,5.822217394,5.65930714,5.785783318,5.992989074,6.014544537,6.044845533,6.11838628,6.212944796,6.281632962,6.23561544,6.397332913,6.506227612,6.55317165,6.599538047,6.755167971,6.768235549,6.761388752,6.76455556,6.731075254,6.802612587,7.042373451,7.192602936,7.270799058,7.324516862,7.515716426,7.630754904,7.869759984,7.958555468,8.101302336,8.306610429
biomassPrice-38,4.5,4.50130314,4.624438291,4.612174917,4.744310985,4.770046498,4.706935681,4.723695446,4.758226433,4.754913359,4.772238218,4.818146816,4.886185455,4.876824913,5.001131888,5.082972974,5.228058691,5.339903395,5.404082548,5.446059322,5.627792949,5.596391858,5.7179562,5.877042635,6.04908771,5.979298608,6.161086637,6.031769464,6.035331814,6.157164214,6.219526926,6.359992855,6.561876243,6.844742182,6.84692596,6.992194524,7.254903442,7.111494499,7.122173443,7.198012667,7.321560061,7.260635939,7.489251072,7.499196024,7.604350899,7.591430353,7.631311944,7.73045865,7.773524223,7.966443323
biomassPrice-39,4.5,4.559693475,4.517871507,4.454262461,4.383958559,4.39464704,4.390754851,4.547599881,4.657766116,4.732532507,4.803594866,4.961540633,4.996015732,4.980251378,4.96012475,4.847974101,4.863102572,5.031007313,5.074790431,5.131079544,5.232542256,5.397112666,5.325030792,5.410907607,5.525824663,5.440492345,5.547611424,5.580187051,5.611049809,5.731842901,5.720357231,5.751847417,5.698695453,5.565998665,5.580455234,5.659570318,5.758738803,5.955744414,6.067606834,6.116416371,6.171247498,6.299018911,6.489543766,6.532454145,6.40921889,6.613175699,6.669999412,6.625204901,6.707323653,6.638070851
biomassPrice-40,4.5,4.594815539,4.655137547,4.818040252,4.808497218,4.765846209,4.921107078,4.940998438,5.101200691,5.167918664,5.266422855,5.253360998,5.415632873,5.492044603,5.553272497,5.697851099,5.67291104,5.755431059,5.85936882,5.892403368,5.923438381,5.925735702,6.035511963,6.125938565,6.257453925,6.333736792,6.299366539,6.436284836,6.393564014,6.371187984,6.47219929,6.652924077,6.683901681,6.879709548,6.877415546,6.919876376,7.077624079,7.176425495,7.364273879,7.420028884,7.544323863,7.687215892,7.745071376,7.791173293,7.898852094,7.796390448,7.89436209,8.139356196,8.47307314,8.530932492
biomassPrice-41,4.5,4.701142771,4.639524978,4.757488389,4.678333292,4.817202376,4.933802996,5.043005054,5.240759056,5.398544637,5.560792331,5.637256115,5.780399048,5.810207779,5.890196015,5.939269553,6.149070489,6.174171128,6.272976294,6.362646714,6.432262643,6.30931335,6.450353965,6.635663982,6.494891295,6.376777317,6.566484957,6.560023357,6.680172269,6.715108128,6.570458024,6.667167071,6.874296497,7.084124821,7.351165151,7.166877284,7.239103548,7.447700498,7.336883549,7.409831298,7.599099587,7.645492968,7.642858945,7.716001483,7.829886141,7.96160244,8.274221055,8.2450923,8.390057286,8.538653924
biomassPrice-42,4.5,4.468319098,4.61291425,4.537291629,4.558881096,4.580052303,4.562037057,4.644600405,4.711854539,4.80638851,4.66778985,4.661072107,4.612335283,4.802168847,4.948885753,5.103968302,5.024853143,4.955949643,5.094015505,5.121862852,5.311190723,5.302824832,5.337569593,5.4772121,5.568822239,5.568488125,5.539748116,5.685826192,5.822552459,5.91165974,5.93901406,6.088934129,6.035713456,6.118217294,6.2149379,6.253411809,6.300494698,6.29073918,6.470277712,6.678882802,6.927918725,7.013877339,7.028122409,7.074995316,6.930685612,6.887895197,6.731790882,6.756771808,6.812688847,6.672702358
biomassPrice-43,4.5,4.669895048,4.543386292,4.743723319,4.942120175,4.911385121,4.897756675,4.97401253,4.936980606,4.870513183,4.777707884,4.886618436,4.872898787,4.902083594,4.933941316,5.097789793,5.271359423,5.438611233,5.648378494,5.626199362,5.619239119,5.617656489,5.658661883,5.753746409,5.978907221,5.95146734,5.914239928,5.945212159,6.045411291,5.889703173,5.755518389,5.763568555,5.955747651,6.028869926,6.240317073,6.322378657,6.218701736,6.069548785,6.152981073,6.193655524,6.314221543,6.307045646,6.422325141,6.504368381,6.790750549,6.964017665,6.87716885,6.944712434,6.911635373,6.884940618
